Raw counts of sequencing reads (TPM)																
		Sample name														
		Donor1_M0	Donor1_M1	Donor1_M2IL10	Donor1_M2IL4	Donor1_TAMlike	Donor2_M0	Donor2_M1	Donor2_M2IL10	Donor2_M2IL4	Donor2_TAMlike	Donor3_M0	Donor3_M1	Donor3_M2IL10	Donor3_M2IL4	Donor3_TAMlike
		Sample number														
		Sp1_M0	Sp1_M1	Sp1_M2IL10	Sp1_M2IL4	Sp1_TAMlike	Sp2_M0	Sp2_M1	Sp2_M2IL10	Sp2_M2IL4	Sp2_TAMlike	Sp3_M0	Sp3_M1	Sp3_M2IL10	Sp3_M2IL4	Sp3_TAMlike
ID	symbol															
ENSG00000251405		0.01	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.01
ENSG00000251407	MTND1P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251408		0.02	0.02	0.04	0.03	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02
ENSG00000251409		0.08	0.1	0	0.08	0	0	0	0	0	0	0.15	0	0.14	0.08	0
ENSG00000251410		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251411		0.1	0.12	0.34	0.08	0.03	0.05	0.22	0.06	0.19	0.13	0.33	0.21	0.34	0.39	0.11
ENSG00000251412		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251413		0.16	0.06	0.12	0.05	0.06	0.17	0.05	0	0	0	0	0	0.12	0.12	0.15
ENSG00000251414		0.74	0.57	0.42	0.61	0.76	0.45	1.31	0.44	0.97	0.47	0.6	1.26	0.65	0.6	1.14
ENSG00000251416		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251417		0.43	0.4	0.5	0.38	0.34	0.23	0.19	0.3	0.23	0.29	0.49	0.3	0.37	0.38	0.23
ENSG00000251418		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251419		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251421		0	0	0	0	0.14	0	0	0	0.06	0	0	0.08	0	0.17	0.04
ENSG00000251423		0.02	0.04	0.05	0.04	0.05	0.01	0.06	0.02	0.07	0.03	0.05	0.05	0.03	0.05	0.03
ENSG00000251424		0	0	0	0	0	0	0	0	0	2.37	0	0	0	0	0
ENSG00000251426		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251427		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251429		0.92	0.17	0.51	0.41	0.67	0.99	0.29	0.76	1.42	1.22	1.99	0.84	1.29	0.92	0.69
ENSG00000251430		0	0	0	1.86	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251431		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251432		0.37	0.1	0.2	0.72	1.29	0.28	0.15	1.63	2.15	0.81	0.23	0.06	0.62	0.67	0.21
ENSG00000251433		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251434		0.16	0.08	0.06	0.19	0.24	0.04	0.09	0.3	0.15	0	0.1	0.43	0.3	0	0.15
ENSG00000251435		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251436		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251437		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251438		0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0
ENSG00000251439		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251440		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251441		0.01	0.01	0.01	0.01	0	0.01	0.05	0.04	0.01	0.01	0.02	0.03	0.01	0.03	0.01
ENSG00000251442		33.77	71.64	81.48	50.51	48.57	22.66	77.59	71.07	26.54	25.64	16.5	72.93	55.08	22.37	17.52
ENSG00000251443		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251445		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251446		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251447		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251448		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251449	MTND1P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251450		0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251451		0	0	0.4	0	0.6	0.04	0	0	0.37	0	0	0	0.18	1.1	0
ENSG00000251452		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251453	HAUS1P1	1.2	3.32	3.13	0.93	6.62	0.45	0.06	0.93	0.1	1.68	1.54	1.04	1.55	0.19	0.41
ENSG00000251454		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251455		0.04	0.04	0.1	0.08	0.09	0.05	0.05	0.09	0.06	0.05	0.04	0.03	0.04	0.09	0.08
ENSG00000251456		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251458		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251459		0.03	0.13	0.08	0.07	0.14	0.03	0.12	0	0.05	0	0	0	0.06	0.04	0.04
ENSG00000251460		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251461		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251463		0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02
ENSG00000251464	RPL7AP30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251467		0.06	0.36	0.17	0.24	0.14	0.03	0.11	0.12	0	0.32	0.07	0.23	0.3	0.26	0.34
ENSG00000251468		0.05	0.15	0.29	0	0	0.1	0	0.22	0	0.05	0.05	0.15	0.14	0.14	0.09
ENSG00000251470	ASNSP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251471		0.18	0	0.16	0.07	0	0.06	0.27	0.34	0.55	0.06	0.15	0.38	0.49	0.19	0.22
ENSG00000251473		0	0	0.12	0.17	0	0	0	0	0	0	0	0	0	0	0.03
ENSG00000251474	RPL32P3	10.9	16.78	11.49	7.02	17.53	10.84	15.83	7.21	17.04	11.37	12.71	14.34	9.97	9.34	12.54
ENSG00000251476		0.06	0.07	0	0	0	0	0.05	0	0	0.05	0.07	0.06	0.05	0	0
ENSG00000251477		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251478		0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251482		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251483		0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251484		0.06	0.04	0	0.03	0.05	0	0.03	0.06	0	0.03	0	0	0	0.05	0.04
ENSG00000251485		0.37	0.46	0.36	0.66	0.65	0.09	0.1	0.34	0.23	0.28	0.5	0.15	0.58	0.37	0.54
ENSG00000251487		0.06	0	0.09	0.13	0	0	0.4	0	0	0.05	0	0	0.06	0.2	0.09
ENSG00000251488		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251489		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251490		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251491		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251492		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251493		0	0	0.02	0.01	0.02	0	0.02	0	0.04	0.01	0.01	0.02	0.17	0.02	0
ENSG00000251495	PPIAP11	0.13	0.09	0.09	0.07	0.09	0.06	0.1	0.24	0.69	0.12	0.15	0.3	0.17	0.06	0.23
ENSG00000251497		0	0	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0
ENSG00000251498		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251501		0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251503	APITD1-CORT	0.29	0.13	0.09	0.05	0.14	0.26	0.28	0.47	0	0.33	0.09	0.17	0.1	0.13	0.09
ENSG00000251504		0.03	0.18	0	0.48	0.14	0.09	0.09	0.11	0.35	0.16	0.06	0.36	0.08	0.07	0.27
ENSG00000251506		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251508		0	0	0	0	0	0	0	0.37	0	0	0.02	0.04	0.09	0	0
ENSG00000251510		0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.04
ENSG00000251511		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251513		0.03	0	0	0	0.02	0.04	0.03	0	0	0	0.09	0.15	0.15	0.15	0.12
ENSG00000251515		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251516		0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.26
ENSG00000251517		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251518		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251520		0.12	0.24	0.32	0.06	1.02	0.25	0.12	0.46	0	0.23	0	0.2	0.16	0.45	0.51
ENSG00000251521	IMPA1P	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.17	0
ENSG00000251523		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251525		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251526		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251527		0.06	0	0	0	0	0	0.07	0	0	0	0.3	0.08	0.06	0	0
ENSG00000251529		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251532		0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.04
ENSG00000251533		0	0.01	0.03	0.01	0.01	0.01	0.15	0.02	0.02	0.03	0	0.1	0.02	0.02	0.01
ENSG00000251535		0.04	0	0	0	0.14	0.1	0	0	0	0.07	0	0	0.05	0	0.07
ENSG00000251536		0.04	0.04	0.05	0.02	0.04	0.05	0.07	0.07	0.05	0.03	0.05	0.08	0.01	0.04	0.02
ENSG00000251537		0	0	0	0	0.03	0.01	0.04	0	0.05	0.03	0	0.02	0.01	0.09	0.01
ENSG00000251538		0.23	0.21	0.11	1.21	0.32	0.26	0	0.2	1.09	0.03	1.18	0.11	0.3	3.4	0.13
ENSG00000251539	SNX18P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251542		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251543		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251544	MTND5P12	0.02	0.02	0.02	0.02	0	0.04	0.01	0.08	0	0.06	0	0.03	0	0	0.04
ENSG00000251545		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251546	IGKV1D-39	0.12	0	0	0	0	0	0	0	0	0	0	0.13	0.21	0	0.14
ENSG00000251548		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251549		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251550		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251552		0	0	0.08	0	0.31	0	0.06	0	0.2	0	0	0.06	0.09	0.06	0.06
ENSG00000251553		0.02	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0
ENSG00000251555		0.07	0.1	0	0	0.32	0.14	0.17	0.28	0.27	0.07	2.28	1.2	0.67	0.71	0.71
ENSG00000251556		0	0.22	0	0.09	0	0	0.09	0	0.44	0	0	0	0.07	0.17	0
ENSG00000251557	HNRNPKP3	0	0	0.02	0	0.04	0	0	0	0	0.02	0	0	0.01	0	0
ENSG00000251562	MALAT1	278.49	630.11	487.58	322.4	624.09	348.26	1316	262.46	254.3	233.93	870.7	1638.97	997.8	970.46	505.35
ENSG00000251563		0.03	0.19	0.09	0.09	0.06	0.01	0.16	0.02	0.1	0.06	0.03	0.1	0.05	0.08	0.05
ENSG00000251566	HMGB1P35	0.15	0.08	0	0.19	0.09	0.63	0	0	0	0.3	0	0.08	0	0	0
ENSG00000251567		0	0.06	0.01	0	0	0	0.1	0	0	0	0.05	0.05	0.03	0.05	0.05
ENSG00000251568		0	0	0	0	0	0.03	0.04	0	0	0	0	0	0	0	0
ENSG00000251569		2.2	3.18	0.26	1.48	1.28	3.73	0.02	1.27	3.24	1.71	2.67	0.16	1.32	1	0.92
ENSG00000251571	DDX3YP3	0.03	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0
ENSG00000251572		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251573		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251574		0	0	0.31	0.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251575		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251576		0.03	0.04	0.05	0.01	0.07	0.03	0.03	0.02	0	0.09	0.05	0.05	0.03	0.05	0.04
ENSG00000251577		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251578	TRBV21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251579		0	0	0	0.07	0.09	0	0	0	0	0	0	0	0	0	0
ENSG00000251580		1.36	1.29	1.02	2.31	1.67	1.92	1.4	1.55	0.64	3.1	1.65	0.35	0.72	0.55	2.73
ENSG00000251583		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251584		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251585		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251586	TET2-AS1	0	0	0	0.11	0.09	0.23	0.09	0	0	0	0.22	0.15	0.05	0.4	0
ENSG00000251587	LDHAP1	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0
ENSG00000251588		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251590		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251591		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251593	MSNP1	0.08	0.13	0.03	0.12	0.02	0.02	0.06	0.11	0.04	0.01	0.03	0.04	0	0.03	0.04
ENSG00000251595	ABCA11P	0.46	0.97	0.33	0.66	0.89	0.54	0.92	0.5	0.54	0.41	0.85	0.49	0.23	0.47	0.35
ENSG00000251596	HADHAP1	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0.01	0	0
ENSG00000251597		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251598		0.09	0	0.07	0	0	0.09	0.19	0.09	0	0.14	0	0.27	0	0.1	0
ENSG00000251599		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251600		0	0.13	0	0.09	0.03	0	0.11	0	0.14	0	0.03	0	0	0.1	0
ENSG00000251601		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251602		0.17	0.14	0.11	0.07	0.13	0.06	0.11	0.06	0.02	0.09	0.12	0.06	0.07	0.04	0.2
ENSG00000251603		0	0	0	0	0.4	0	0	0	0	0	0	0.34	0	0	0
ENSG00000251604		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251605		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251608	OR12D1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251609	SETP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251610		0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251611		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251613		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251614		0	0	0.03	0	0	0.02	0.02	0	0	0	0.05	0	0	0.02	0
ENSG00000251615		0.33	0.32	0.24	0.37	0.34	0.26	0.44	0.18	0.35	0.31	0.38	0.78	0.27	0.49	0.26
ENSG00000251616		0	0	0.05	0	0	0	0	0.07	0	0	0	0.04	0	0	0
ENSG00000251618		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251619		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251620		0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
ENSG00000251621		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251623		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251624		0	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0	0
ENSG00000251627		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251628		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251629		0	0	0	0.02	0	0.01	0	0	0	0	0	0.02	0	0	0.02
ENSG00000251630		0	0	0	0	0	0	2.12	0	0	0	0	0	0	0	0
ENSG00000251632		0.35	0.13	0.34	0.27	0.12	0.79	0.13	0.44	0.85	0.52	0.32	0.02	0.42	0.39	0.25
ENSG00000251633	GYG1P1	0	0	0	0.06	0.06	0	0	0	0	0	0.05	0	0.08	0	0
ENSG00000251634		0.22	0.09	0.25	0.06	0.17	0.05	0.18	0.37	0.09	0.16	0.11	0	0	0.06	0.08
ENSG00000251635		0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251636	EMCN-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251637		0.09	0.17	0.23	0.06	0.06	0.11	0.17	0.27	0.07	0.11	0.22	0.16	0.23	0.29	0.11
ENSG00000251638		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251639		0	0.03	0.06	0	0.13	0	0.02	0	0	0	0.03	0.04	0.04	0	0.02
ENSG00000251642		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251643		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251644		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251647		0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0
ENSG00000251648		0	0	0.05	0.08	0	0	0	0.06	0	0	0.08	0	0.06	0	0.04
ENSG00000251649		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251652		0.11	0	0	0.06	0	0	0	0	0	0	0	0	0.3	0	0.2
ENSG00000251654		0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0
ENSG00000251655	PRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251656		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251660		0.63	0	0.74	0.44	0.84	1.66	2.21	0.94	0.25	1.2	2.12	3.01	1.69	0	1.88
ENSG00000251661		0.86	0.66	1.59	0.82	1.34	0.24	0.99	0.58	0.16	0.87	0.59	0.73	0.93	0.65	0.86
ENSG00000251663	SUMO2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251664	PCDHA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251665		0.12	0	0	0.03	0	0	0	0	0	0	0.03	0.03	0.08	0.08	0.07
ENSG00000251666	ZNF346-IT1	0.32	0.26	0.28	0.11	0.31	0.19	0.25	0.16	0.15	0.13	0.09	0.2	0.22	0.33	0.42
ENSG00000251667		0.15	0.07	0.11	0.06	0.31	0	0.11	0.05	0	0	0.12	0.03	0.07	0.07	0
ENSG00000251668		3.9	5.55	35.96	7.23	12.7	4.49	10.57	0	17.58	32.09	25.47	14.97	10.82	6.16	3
ENSG00000251669	FAM86EP	0.63	0.54	0.39	1.18	0.3	0.96	0.14	0.73	0.63	0.53	0.58	0.19	0.29	0.87	0.23
ENSG00000251670		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251675		0.09	0.11	0.05	0.38	0.11	0.11	0	0.07	0.14	0	0.22	0.18	0.03	0.26	0.14
ENSG00000251676		0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0
ENSG00000251678		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251679		0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0
ENSG00000251680		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251682		0.18	0.16	0.16	0.07	0.43	0.11	0.12	0	0	0.05	0.48	0.13	0	0.39	0.42
ENSG00000251685		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251686	OR10J8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251687		0	0.04	0	0	0	0	0	0	0	0	0	0	0.08	0.09	0.04
ENSG00000251688		0	0	0	0.02	0.03	0	0	0	0.04	0	0	0	0	0	0
ENSG00000251689		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251691		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251692	PTX4	0	0.01	0	0	0	0.01	0.01	0	0	0	0	0.01	0	0	0
ENSG00000251694	USP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251697		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251698	RN5S445	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0
ENSG00000251702		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251703		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251704		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251705	RN5-8S6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251706	RNU7-61P	0	6.92	6.87	0	0	9.76	0	0	0	0	0	0.81	0	0	0.69
ENSG00000251707	RNU7-37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251711		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251712	RNU7-20P	0	0	0	0	0	0	5.67	9.54	0	0	0	0	0	0	0
ENSG00000251714		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251715		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251717	RN5S419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251718		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251719		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251720		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251722	RNU5E-3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251724		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251726	RNU7-41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251728		3.75	31.16	15.47	12.56	21.78	7.32	4.25	0	13.79	24.92	27.85	37.72	23.82	28.1	0
ENSG00000251729	RN5S401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251730		3	0	0	0	4.36	2.93	0	0	0	0	0	0	0	0	0
ENSG00000251732		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251733	SCARNA8	0	0	0	3.35	13.07	0	0	0	0	2.85	3.71	0	5.44	0	3.61
ENSG00000251735		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251739		0	20.77	10.31	16.75	38.11	18.3	21.25	14.31	0	7.12	32.49	23.57	23.82	16.06	13.54
ENSG00000251741		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251742		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251744		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251745		0	6.92	6.87	0	0	4.88	0	0	0	9.49	0	0	9.07	16.06	0
ENSG00000251746	RN5S112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251747	RNU7-60P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251748		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251750	RNU5F-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251751		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251752		0	0	2.95	0	0	0	0	0	0	0	2.65	0	0	2.29	0
ENSG00000251753	RNU6-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251754		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251756	RN5S385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251757		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251759		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251760	RN5S418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251761		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251763		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251764	RN5S446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251766	RN5S518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251767		0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0.66
ENSG00000251768	RN5S217	0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000251770	RN5S486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251773		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251774		0	0	0	0	0	7.32	0	0	0	0	0	0	0	4.01	0
ENSG00000251775		5.99	4.15	0	6.7	4.36	11.71	23.8	5.73	0	0	3.71	26.4	10.89	6.42	0
ENSG00000251776		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251778		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251779		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251781	RN5S356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251783		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251785	RN5S20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251787	RNU7-47P	0	0	0	0	0	0	0	0	0	4.75	0	0	0	0	0
ENSG00000251788	RNU5A-7P	0	0	0	0	0	0	0	0	13.79	0	0	0	0	0	0
ENSG00000251789		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251791	SCARNA6	0	0	0	0	0.81	0	1.89	0	0	2.11	0	2.79	0	1.78	3.34
ENSG00000251792		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251794		0	0	0	5.58	7.26	0	5.67	0	0	0	6.19	6.29	0	5.35	0
ENSG00000251796		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251798		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251799		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251802		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251803		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251804		0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
ENSG00000251805		3	0	4.12	0	8.71	0	3.4	5.73	0	0	7.43	0	0	9.63	0
ENSG00000251807		0	0	0	0	0	0	4.25	0	0	0	0	0	0	0	0
ENSG00000251809		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251810		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251811		0	0	0	0	0	0	0	0	0	0	0	0	0	3.21	0
ENSG00000251812		0	5.19	5.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251813		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
